Año,Mes, Siniestro ocurrido 
2019,2," 57,381.10 "
2019,1," 1,159,148.03 "
2019,2," 303,039.29 "
2019,7," 70,568.10 "
2019,7," 88,226.01 "
2020,4," 95,764.05 "
2018,12," 57,234.39 "
2019,6," 458,696.35 "
2016,11," 1,282,002.02 "
2020,9," 242,403.04 "
2016,12," 365,819.43 "
2019,1," 30,723.59 "
2019,1," 351,044.34 "
2018,3," 179,890.09 "
2017,2," 510,724.58 "
2017,1," 654,026.63 "
2016,11," 65,260.95 "
2019,2," 624,138.59 "
2019,9," 76,929.65 "
2017,1," 5,720,996.96 "
2019,2," 653,040.98 "
2018,10," 13,459.12 "
2020,3," 5,701,136.52 "
2017,3," 397,025.14 "
2016,7," 315,610.53 "
2019,3," 209,143.20 "
2017,4," 663,345.08 "
2018,11," 105,125.63 "
2016,7," 326,574.36 "
2020,1," 154,889.97 "
2018,3," 244,832.38 "
2018,10," 641,864.57 "
2019,10," 934,820.95 "
2017,5," 115,255.49 "
2016,7," 1,725,658.37 "
2019,4," 277,422.25 "
2019,5," 884,677.34 "
2019,1," 807,206.62 "
2019,8," 284,430.65 "
2017,8," 152,255.51 "
2018,9," 598,417.22 "
2017,12," 33,733.06 "
2019,2," 309,342.27 "
2018,10," 851,391.17 "
2016,7," 1,623,225.29 "
2017,10," 1,046,696.46 "
2018,4," 2,954,474.08 "
2019,12," 96,776.74 "
2020,2," 86,582.14 "
2019,2," 767,701.62 "
2016,11," 86,641.65 "
2019,6," 103,179.42 "
2020,5," 67,402.24 "
2020,9," 1,253,769.22 "
2017,10," 2,055,691.69 "
2019,11," 306,135.57 "
2017,8," 1,016,067.15 "
2017,6," 177,042.88 "
2017,12," 1,481,340.95 "
2018,12," 1,760,235.99 "
2017,5," 512,111.04 "
2020,6," 794,332.70 "
2018,8," 160,337.44 "
2020,9," 369,884.31 "
2020,4," 301,708.57 "
2019,12," 149,916.08 "
2017,3," 581,850.40 "
2019,12," 1,313,646.48 "
2016,9," 3,457.89 "
2020,2," 96,101.75 "
2018,8," 714,783.77 "
2016,12," 124,237.25 "
2017,8," 524,881.98 "
2018,8," 29,724.60 "
2017,6," 114,485.23 "
2016,5," 220,812.19 "
2019,5," 104,175.95 "
2019,9," 402,047.42 "
2019,2," 284,007.35 "
2019,12," 1,676,930.22 "
2019,10," 1,981,587.17 "
2017,11," 1,091,643.72 "
2020,1," 370,363.44 "
2019,2," 112,856.80 "
2018,11," 212,441.05 "
2016,11," 685,781.67 "
2019,1," 30,204.86 "
2019,8," 254,118.08 "
2018,7," 178,852.02 "
2018,6," 971,982.99 "
2017,11," 597,678.39 "
2020,9," 522,422.24 "
2018,11," 103,911.10 "
2018,11," 2,221,124.69 "
2017,5," 140,089.71 "
2017,5," 376,374.66 "
2016,2," 149,419.92 "
2020,1," 81,752.41 "
2017,1," 233,402.45 "
2019,8," 278,881.06 "
2019,4," 273,721.43 "
2018,10," 745,513.47 "
2016,12," 324,290.08 "
2018,10," 142,574.22 "
2017,4," 425,317.63 "
2017,8," 807,150.16 "
2019,4," 228,820.75 "
2017,11," 1,892,206.88 "
2016,12," 338,123.80 "
2019,10," 159,694.56 "
2019,2," 96,616.96 "
2019,12," 78,678.04 "
2018,11," 2,141,992.96 "
2018,10," 12,647.71 "
2018,11," 86,614.06 "
2018,1," 803,767.50 "
2019,5," 979,516.92 "
2019,3," 355,180.71 "
2016,8," 44,822.34 "
2019,8," 146,178.12 "
2018,7," 212,507.83 "
2018,8," 527,286.57 "
2019,3," 118,973.15 "
2019,1," 170,924.15 "
2017,11," 1,171,411.93 "
2016,12," 868,004.63 "
2018,8," 366,172.55 "
2016,5," 182,543.04 "
2018,12," 110,042.79 "
2016,6," 210,571.63 "
2016,5," 248,679.96 "
2016,1," 678,968.94 "
2018,4," 674,553.44 "
2017,2," 73,855.17 "
2020,2," 904,447.97 "
2019,6," 226,560.26 "
2017,11," 195,171.02 "
2019,11," 336,738.49 "
2019,11," 333,417.00 "
2019,2," 279,489.56 "
2018,2," 127,116.07 "
2018,4," 211,581.23 "
2019,9," 1,021,781.63 "
2017,8," 1,114,144.95 "
2019,11," 285,606.25 "
2019,7," 90,867.50 "
2016,2," 2,104,689.19 "
2018,9," 148,055.06 "
2016,11," 1,207,989.15 "
2017,11," 538,152.30 "
2018,6," 1,026,248.10 "
2017,12," 131,835.14 "
2018,8," 464,083.62 "
2018,2," 331,114.92 "
2016,7," 140,018.36 "
2020,7," 120,857.88 "
2018,11," 79,100.94 "
2019,4," 68,453.32 "
2019,4," 126,973.57 "
2016,8," 44,501.27 "
2018,12," 117,693.08 "
2020,4," 84,933.28 "
2016,4," 89,684.22 "
2018,5," 126,261.15 "
2017,6," 202,084.22 "
2018,10," 104,855.91 "
2019,5," 372,298.79 "
2018,7," 764,258.91 "
2019,3," 229,739.74 "
2017,5," 496,324.21 "
2016,7," 1,419,009.90 "
2017,5," 1,268,407.23 "
2019,10," 360,841.43 "
2019,10," 202,376.33 "
2020,1," 86,622.63 "
2018,7," 302,795.40 "
2018,6," 654,470.53 "
2016,8," 602,120.15 "
2018,11," 99,265.93 "
2019,9," 203,232.37 "
2017,7," 2,686,385.03 "
2018,10," 939,441.95 "
2016,8," 1,943,730.41 "
2019,3," 246,479.21 "
2017,1," 336,420.55 "
2018,5," 233,771.25 "
2018,10," 803,480.87 "
2020,8," 288,205.07 "
2019,1," 73,509.67 "
2017,11," 207,388.83 "
2019,5," 111,648.48 "
2018,10," 84,190.38 "
2018,6," 850,015.54 "
2019,6," 193,673.10 "
2018,6," 132,232.71 "
2018,12," 384,330.08 "
2018,7," 178,978.58 "
2019,5," 96,908.93 "
2018,7," 794,944.60 "
2019,1," 415,710.80 "
2019,1," 125,987.68 "
2018,3," 248,288.49 "
2018,11," 41,776.30 "
2019,11," 158,482.57 "
2018,4," 390,211.87 "
2016,6," 1,134,527.51 "
2016,7," 846,183.31 "
2019,11," 658,496.32 "
2020,8," 120,597.57 "
2016,5," 174,129.07 "
2018,4," 201,799.13 "
2019,9," 928,485.97 "
2018,11," 1,639,452.12 "
2020,2," 188,445.47 "
2018,10," 13,326.88 "
2019,9," 175,917.98 "
2020,7," 112,241.55 "
2019,2," 82,330.28 "
2019,1," 34,482.23 "
2019,10," 38,048.25 "
2019,8," 963,576.78 "
2017,9," 244,460.32 "
2018,6," 127,474.49 "
2019,11," 164,903.23 "
2018,7," 700,191.99 "
2020,3," 816,850.89 "
2019,8," 64,287.10 "
2019,4," 153,308.30 "
2019,7," 1,477,605.43 "
2019,2," 91,269.70 "
2019,10," 2,076,636.90 "
2019,2," 273,448.34 "
2019,5," 98,585.71 "
2016,12," 2,911,132.50 "
2019,3," 545,968.15 "
2016,1," 657,380.37 "
2019,6," 101,177.64 "
2020,7," 429,564.90 "
2020,8," 66,139.32 "
2016,6," 1,434,590.18 "
2020,3," 770,019.29 "
2019,12," 149,187.29 "
2020,5," 75,144.93 "
2017,10," 1,006,025.68 "
2019,7," 610,095.83 "
2018,7," 175,055.91 "
2018,7," 193,218.32 "
2016,7," 532,107.23 "
2020,4," 57,843.74 "
2018,5," 291,726.03 "
2019,10," 189,424.74 "
2019,2," 287,134.48 "
2018,11," 1,763,086.89 "
2020,2," 164,539.26 "
2019,12," 87,039.86 "
2018,1," 880,126.08 "
2016,5," 254,695.49 "
2016,9," 365,743.85 "
2016,12," 2,121,673.40 "
2019,4," 129,490.34 "
2017,5," 322,966.91 "
2020,2," 812,066.98 "
2018,7," 149,603.71 "
2017,8," 156,773.12 "
2018,12," 298,580.84 "
2016,5," 279,834.64 "
2018,5," 164,821.95 "
2019,5," 882,798.81 "
2018,6," 902,286.74 "
2020,2," 555,731.47 "
2018,9," 103,173.35 "
2019,7," 272,594.96 "
2018,11," 46,618.63 "
2018,5," 124,208.92 "
2019,12," 179,652.55 "
2016,9," 617,018.67 "
2018,11," 602,577.12 "
2017,7," 623,500.10 "
2020,7," 242,543.56 "
2019,4," 252,563.70 "
2019,2," 89,567.17 "
2018,11," 43,538.17 "
2016,7," 295,770.22 "
2020,2," 98,461.10 "
2018,5," 300,825.31 "
2019,8," 587,489.23 "
2018,4," 407,713.32 "
2019,7," 62,499.14 "
2019,3," 465,735.95 "
2017,12," 1,706,664.87 "
2016,9," 594,274.96 "
2018,7," 676,582.63 "
2018,5," 283,996.55 "
2019,4," 126,365.48 "
2016,8," 48,846.77 "
2018,4," 403,200.51 "
2018,5," 180,432.23 "
2019,1," 833,607.87 "
2018,12," 259,915.93 "
2017,3," 622,245.52 "
2018,8," 30,597.23 "
2017,2," 483,802.04 "
2017,4," 683,413.27 "
2019,2," 53,736.03 "
2020,8," 100,138.37 "
2018,7," 144,808.19 "
2018,9," 503,992.14 "
2019,11," 283,126.39 "
2017,11," 528,755.27 "
2016,5," 134,090.38 "
2020,5," 88,770.42 "
2019,2," 671,778.46 "
2018,11," 2,083,150.08 "
2019,2," 592,669.35 "
2018,12," 397,391.28 "
2020,2," 635,096.03 "
2016,11," 720,488.82 "
2017,11," 207,346.65 "
2018,6," 161,767.32 "
2018,11," 1,814,183.60 "
2018,10," 658,386.08 "
2020,5," 363,126.85 "
2019,7," 81,046.05 "
2019,12," 112,920.27 "
2020,4," 66,734.43 "
2018,6," 118,727.96 "
2017,9," 209,959.25 "
2019,11," 282,306.91 "
2020,1," 388,723.25 "
2018,6," 965,767.91 "
2019,12," 1,237,058.07 "
2018,8," 777,794.90 "
2016,12," 322,680.54 "
2019,9," 297,552.27 "
2018,8," 487,721.07 "
2019,9," 313,237.04 "
2020,5," 66,646.57 "
2017,11," 590,436.64 "
2018,5," 273,171.99 "
2017,12," 1,654,445.33 "
2017,11," 1,084,499.70 "
2019,9," 219,773.21 "
2018,8," 1,498,255.38 "
2016,5," 104,157.76 "
2019,1," 135,804.64 "
2019,12," 163,447.85 "
2017,11," 1,972,479.57 "
2018,12," 235,882.49 "
2018,4," 384,783.17 "
2019,12," 93,515.85 "
2020,6," 367,857.67 "
2019,1," 274,460.49 "
2019,11," 343,515.48 "
2017,2," 2,390,262.38 "
2017,5," 317,870.99 "
2020,9," 256,164.58 "
2018,12," 334,590.06 "
2017,5," 149,963.22 "
2019,1," 136,806.21 "
2017,11," 207,869.77 "
2017,6," 1,051,333.72 "
2018,11," 174,550.87 "
2019,4," 635,926.45 "
