Año,Mes, Siniestro ocurrido 
2017,12," 31,068.80 "
2019,5," 349,969.48 "
2019,2," 684,130.91 "
2018,7," 230,750.69 "
2018,2," 714,388.54 "
2019,5," 176,442.93 "
2020,2," 2,349,391.00 "
2020,7," 110,036.39 "
2017,11," 152,114.91 "
2018,7," 29,918.94 "
2019,11," 446,619.89 "
2017,11," 780,586.92 "
2019,12," 1,633,173.07 "
2019,7," 69,213.16 "
2018,9," 1,297,439.20 "
2018,12," 349,104.42 "
2019,1," 409,742.22 "
2018,11," 453,098.32 "
2017,5," 525,928.17 "
2020,8," 61,250.23 "
2016,9," 710,050.50 "
2016,8," 648,553.50 "
2017,12," 1,162,785.90 "
2018,10," 143,502.84 "
2018,4," 545,932.63 "
2016,7," 801,391.16 "
2019,12," 146,636.31 "
2020,7," 109,413.34 "
2017,8," 360,318.75 "
2018,11," 229,147.73 "
2016,6," 244,897.57 "
2018,12," 256,019.49 "
2019,4," 98,445.51 "
2020,6," 166,672.93 "
2019,9," 97,232.46 "
2017,11," 529,925.93 "
2016,8," 2,174,728.60 "
2019,3," 224,226.81 "
2016,6," 241,159.82 "
2018,10," 207,687.56 "
2016,7," 833,643.57 "
2018,8," 4,572.90 "
2018,11," 1,695,076.35 "
2020,3," 148,993.30 "
2016,4," 80,637.81 "
2020,1," 675,587.71 "
2020,4," 94,962.90 "
2018,10," 651,200.41 "
2018,10," 1,052,514.39 "
2019,3," 10,432.83 "
2020,1," 163,023.14 "
2018,7," 203,579.38 "
2018,10," 604,549.26 "
2019,5," 104,464.50 "
2018,6," 834,902.93 "
2017,6," 88,206.51 "
2019,5," 141,331.01 "
2019,2," 105,976.90 "
2016,6," 1,092,900.30 "
2018,8," 689,707.39 "
2017,3," 963,086.70 "
2018,7," 30,953.16 "
2017,2," 74,855.24 "
2019,2," 303,313.88 "
2017,7," 3,129,073.65 "
2018,8," 395,912.31 "
2019,8," 276,951.88 "
2019,8," 142,550.95 "
2016,9," 124,309.49 "
2017,6," 435,172.85 "
2019,2," 769,799.41 "
2016,6," 1,083,460.35 "
2018,8," 1,580,515.20 "
2019,4," 102,123.68 "
2019,2," 164,715.09 "
2019,7," 973,609.16 "
2018,11," 434,666.24 "
2017,12," 1,455,695.35 "
2018,11," 282,256.33 "
2019,12," 179,594.16 "
2016,7," 152,669.81 "
2017,6," 90,013.47 "
2018,11," 50,689.89 "
2019,8," 153,607.96 "
2016,7," 1,763,646.66 "
2017,9," 241,133.12 "
2020,1," 79,506.55 "
2020,3," 793,954.91 "
2019,9," 1,571,243.52 "
2016,12," 124,717.21 "
2019,9," 69,599.11 "
2019,6," 383,791.10 "
2017,5," 1,074,796.66 "
2016,7," 325,434.29 "
2019,7," 237,735.32 "
2019,4," 126,678.08 "
2018,11," 261,553.30 "
2019,9," 96,378.54 "
2019,9," 371,479.05 "
2018,8," 513,448.96 "
2016,9," 681,535.21 "
2019,4," 76,741.78 "
2018,12," 367,506.90 "
2017,7," 582,243.39 "
2018,11," 1,903,864.25 "
2016,6," 1,173,244.83 "
2018,11," 473,238.18 "
2016,8," 45,762.27 "
2018,1," 853,878.75 "
2018,12," 141,080.91 "
2016,7," 1,478,583.98 "
2017,11," 99,894.74 "
2017,12," 1,341,039.15 "
2016,7," 600,205.63 "
2017,1," 929,635.12 "
2016,7," 135,252.05 "
2019,2," 433,724.50 "
2019,6," 40,600.83 "
2017,3," 89,966.49 "
2017,5," 343,628.34 "
2020,4," 388,323.38 "
2018,8," 1,459,638.46 "
2018,11," 404,252.98 "
2016,4," 77,274.50 "
2019,11," 198,151.92 "
2020,9," 346,805.66 "
2016,7," 565,617.85 "
2017,5," 590,553.86 "
2020,7," 101,099.42 "
2018,9," 143,810.28 "
2017,6," 37,982.38 "
2018,7," 613,418.93 "
2019,11," 289,139.27 "
2017,6," 36,134.48 "
2020,9," 301,933.90 "
2018,9," 183,630.81 "
2018,12," 361,473.82 "
2016,6," 211,686.75 "
2016,10," 399,984.26 "
2017,1," 755,715.87 "
2017,11," 2,093,606.52 "
2019,9," 233,996.67 "
2019,8," 159,509.66 "
2017,11," 2,057,385.76 "
2018,7," 33,822.83 "
2019,11," 278,140.32 "
2019,12," 275,682.28 "
2017,8," 1,076,269.12 "
2018,12," 2,934,217.85 "
2018,11," 76,774.58 "
2020,7," 165,383.79 "
2017,7," 451,509.06 "
2018,4," 284,396.25 "
2020,1," 743,048.37 "
2016,9," 722,899.40 "
2018,11," 304,326.43 "
2020,3," 132,807.32 "
2016,7," 934,765.67 "
2019,12," 264,640.30 "
2019,1," 200,970.73 "
2017,5," 320,193.14 "
2019,12," 154,105.57 "
2016,12," 464,147.89 "
2019,2," 277,376.54 "
2019,11," 466,398.60 "
2017,12," 31,355.27 "
2018,10," 786,402.41 "
2018,12," 158,516.36 "
2019,5," 131,017.89 "
2018,8," 183,265.78 "
2016,6," 1,078,749.48 "
2017,4," 482,904.20 "
2020,8," 125,178.27 "
2016,8," 253,908.91 "
2019,6," 460,165.91 "
2016,5," 159,759.61 "
2019,1," 97,305.93 "
2018,9," 2,894,464.99 "
2019,2," 331,959.94 "
2019,8," 80,916.43 "
2020,7," 99,985.65 "
2018,11," 94,330.25 "
2017,8," 755,387.41 "
2017,10," 169,105.91 "
2018,10," 1,425,533.41 "
2019,3," 215,197.71 "
2017,11," 11,150.92 "
2019,9," 76,663.17 "
2019,9," 1,600,495.93 "
2018,12," 382,433.96 "
2019,2," 293,804.67 "
2017,6," 215,913.45 "
2018,8," 94,256.18 "
2020,2," 2,447,123.36 "
2017,9," 264,082.23 "
2017,1," 686,967.33 "
2019,7," 69,609.81 "
2019,4," 215,812.88 "
2017,1," 641,571.71 "
2017,10," 215,653.09 "
2016,6," 201,614.42 "
2017,11," 2,004,112.37 "
2017,5," 1,179,765.99 "
2020,1," 417,393.89 "
2016,7," 795,198.58 "
2017,9," 541,330.83 "
2017,2," 837,511.93 "
2018,3," 196,009.10 "
2020,6," 197,002.58 "
2018,12," 225,206.88 "
2017,8," 1,078,696.93 "
2018,10," 129,777.79 "
2017,7," 492,985.50 "
2017,11," 456,065.52 "
2018,11," 97,857.65 "
2019,2," 279,324.36 "
2018,12," 1,826,278.72 "
2018,6," 115,217.63 "
2018,12," 120,600.87 "
2018,9," 464,422.38 "
2020,9," 1,192,772.29 "
2019,7," 93,449.38 "
2019,3," 257,117.40 "
2019,4," 92,887.13 "
2020,3," 6,881,214.55 "
2018,4," 639,879.42 "
2018,11," 117,807.87 "
2019,8," 170,909.06 "
2019,5," 124,882.92 "
2018,3," 197,089.51 "
2019,7," 96,128.03 "
2019,1," 258,267.95 "
2016,6," 1,235,318.14 "
2017,6," 55,988.51 "
2020,3," 86,070.74 "
2018,8," 103,832.67 "
2018,7," 665,092.66 "
2019,2," 156,193.17 "
2019,10," 135,699.75 "
2018,12," 261,364.40 "
2018,10," 873,090.56 "
2019,10," 40,089.39 "
2016,12," 1,016,115.14 "
2019,5," 1,376,331.20 "
2020,4," 191,304.04 "
2018,11," 92,864.30 "
2016,5," 126,243.21 "
2017,4," 647,592.29 "
2018,11," 2,041,179.94 "
2018,12," 810,744.91 "
2016,7," 256,806.44 "
2020,1," 241,093.19 "
2018,9," 167,808.85 "
2018,8," 151,243.42 "
2019,7," 95,970.22 "
2018,11," 86,012.93 "
2016,5," 192,268.39 "
2018,12," 60,380.10 "
2018,6," 969,219.75 "
2017,12," 140,620.66 "
2016,9," 137,423.31 "
2019,3," 64,319.23 "
2017,6," 456,393.60 "
2017,9," 884,069.33 "
2019,5," 343,442.31 "
2019,11," 207,974.74 "
2018,10," 120,307.25 "
2017,6," 114,497.78 "
2018,9," 3,404,849.31 "
2017,12," 126,826.98 "
2019,3," 62,573.45 "
2019,8," 144,285.49 "
2018,4," 192,528.74 "
2019,5," 180,227.57 "
2018,9," 253,169.29 "
2019,2," 306,816.43 "
2019,10," 234,973.78 "
2019,6," 353,411.99 "
2019,5," 165,556.07 "
2017,12," 1,063,086.25 "
2019,2," 143,417.32 "
2018,6," 916,914.24 "
2017,11," 488,326.48 "
2016,5," 802,154.74 "
2016,7," 787,783.65 "
2017,11," 211,494.64 "
2017,7," 990,511.05 "
2018,10," 43,121.49 "
2018,10," 1,865,139.01 "
2018,6," 564,201.24 "
2018,12," 389,972.03 "
2016,1," 764,083.03 "
2019,10," 222,308.31 "
2017,10," 724,652.14 "
2016,12," 2,978,281.95 "
2018,9," 1,116,330.91 "
2017,10," 211,026.84 "
2019,4," 94,430.92 "
2019,3," 124,649.36 "
2018,11," 96,707.34 "
2018,11," 600,656.51 "
2019,7," 605,351.41 "
2020,1," 79,785.91 "
2016,6," 1,211,529.37 "
2018,4," 362,024.37 "
2019,9," 333,329.99 "
2017,8," 176,779.35 "
2017,10," 1,008,832.21 "
2019,11," 338,693.41 "
2019,7," 163,464.71 "
2020,9," 372,455.39 "
2019,11," 425,133.19 "
2017,5," 176,356.05 "
2018,10," 737,199.84 "
2016,12," 136,595.79 "
2019,6," 245,715.77 "
2020,2," 198,422.21 "
2019,5," 217,437.23 "
2017,4," 481,385.59 "
2016,9," 2,935.59 "
2018,7," 343,571.67 "
2018,10," 1,276,496.79 "
2018,6," 553,450.30 "
2016,2," 1,957,912.72 "
2016,10," 273,681.59 "
2017,7," 545,021.60 "
2020,1," 357,145.25 "
2018,7," 34,653.92 "
2018,4," 304,605.61 "
2017,10," 1,903,402.38 "
2016,8," 559,041.65 "
2018,10," 539,068.66 "
2019,1," 196,145.01 "
2018,3," 582,932.01 "
2018,10," 524,925.28 "
2017,1," 708,185.46 "
2018,1," 930,208.12 "
2016,4," 150,851.64 "
2019,9," 81,167.39 "
2019,10," 193,420.74 "
2018,6," 122,086.61 "
2019,2," 288,454.95 "
2019,6," 837,895.10 "
2020,9," 265,721.01 "
2019,11," 3,734,593.25 "
2019,1," 162,663.60 "
2018,7," 170,709.20 "
2019,7," 271,253.84 "
2018,10," 743,026.63 "
2019,2," 963,002.13 "
2018,11," 40,988.04 "
2020,5," 362,097.03 "
2018,4," 175,525.37 "
2018,7," 166,953.28 "
2017,1," 163,977.53 "
2017,3," 1,029,517.32 "
2019,3," 369,536.95 "
2017,1," 103,989.75 "
2020,6," 333,578.31 "
2017,11," 1,931,194.42 "
2018,7," 580,491.11 "
2019,6," 261,891.01 "
2019,10," 2,013,645.54 "
2019,12," 1,589,933.69 "
2018,9," 211,034.74 "
2020,1," 145,416.82 "
2018,10," 117,433.60 "
2019,6," 363,120.93 "
2018,9," 3,691,327.17 "
2019,1," 208,404.63 "
2019,9," 210,176.42 "
2020,5," 3,565,525.62 "
2018,12," 1,334,458.91 "
2019,8," 1,059,597.44 "
2017,4," 675,640.46 "
2017,12," 393,893.74 "
2018,12," 77,206.81 "
2018,2," 74,374.05 "
2020,6," 1,854,841.40 "
2020,6," 348,988.48 "
2019,1," 190,352.99 "
2018,12," 343,996.14 "
2018,9," 3,741,926.78 "
2019,7," 596,953.15 "
2018,10," 197,261.36 "
2019,7," 578,375.30 "
2019,10," 781,999.96 "
2018,11," 1,946,436.11 "
2019,10," 202,737.97 "
2020,4," 63,253.83 "
2020,5," 1,899,600.86 "
2018,11," 85,357.28 "
2018,11," 47,210.60 "
2018,10," 205,247.76 "
2019,11," 344,951.71 "
2016,5," 775,950.46 "
2018,10," 211,910.24 "
2017,1," 228,241.58 "
2017,11," 11,067.28 "
2019,4," 209,520.98 "
2019,8," 64,798.37 "
2019,3," 559,742.12 "
2018,12," 128,742.07 "
2019,12," 5,079,675.74 "
2019,4," 462,891.65 "
2018,4," 592,953.67 "
2017,10," 1,088,401.69 "
2016,10," 386,381.01 "
2016,6," 1,308,109.23 "
2018,9," 2,818,149.44 "
2020,1," 269,713.89 "
2017,11," 177,328.37 "
2019,7," 579,161.95 "
2016,11," 402,638.34 "
2018,12," 5,617,206.61 "
2019,4," 614,784.68 "
2019,5," 310,083.09 "
2019,1," 14,860.06 "
2020,1," 417,820.36 "
2018,12," 799,829.77 "
2017,5," 302,261.93 "
2018,1," 1,148,428.54 "
2019,9," 243,175.06 "
2016,7," 902,499.58 "
2016,9," 601,572.39 "
2019,9," 881,913.97 "
2016,10," 378,849.40 "
2019,8," 956,866.65 "
2017,4," 85,764.89 "
2018,11," 102,665.71 "
2019,2," 318,151.92 "
2018,11," 91,462.02 "
2018,10," 108,997.04 "
2018,12," 858,400.33 "
2017,11," 999,184.34 "
2017,11," 11,509.84 "
2016,9," 384,684.77 "
2017,12," 97,922.36 "
2016,11," 99,566.44 "
2020,8," 209,451.14 "
2020,9," 283,888.25 "
2018,10," 633,440.96 "
2019,1," 343,516.09 "
2020,8," 188,203.83 "
2017,2," 537,431.33 "
2016,7," 315,435.78 "
2018,12," 144,169.74 "
2018,10," 651,825.77 "
2018,2," 225,487.72 "
2016,12," 128,752.36 "
2018,5," 148,569.35 "
2017,6," 60,742.70 "
2017,10," 1,087,194.05 "
2019,11," 313,513.10 "
2017,2," 2,223,854.67 "
2017,12," 420,756.79 "
2018,2," 241,435.90 "
2018,12," 344,783.67 "
2019,7," 143,527.51 "
2017,5," 539,306.75 "
2019,2," 354,061.09 "
2018,12," 127,809.72 "
2018,11," 228,961.70 "
2018,12," 104,491.15 "
2019,5," 167,098.33 "
2017,1," 648,130.81 "
2018,4," 112,889.56 "
2020,8," 179,331.67 "
2018,2," 253,637.74 "
2017,5," 429,323.33 "
2017,4," 242,597.20 "
2018,7," 313,701.26 "
2018,12," 303,617.77 "
2019,2," 266,800.87 "
2017,3," 1,143,704.94 "
2018,9," 463,050.45 "
2018,2," 143,846.50 "
2019,1," 758,385.01 "
2018,5," 127,767.43 "
2019,3," 116,271.09 "
2018,4," 3,370,694.91 "
2019,3," 285,978.85 "
2016,11," 91,551.05 "
2019,3," 11,615.75 "
2018,9," 2,627,855.94 "
2016,7," 272,786.57 "
2018,8," 487,150.26 "
2017,9," 282,303.48 "
2018,7," 263,581.03 "
2018,11," 779,790.43 "
2018,12," 131,750.03 "
2016,9," 635,450.74 "
2017,10," 163,907.73 "
2018,8," 32,410.36 "
2016,8," 546,490.24 "
2016,7," 309,823.91 "
2016,2," 164,422.95 "
2016,7," 911,501.82 "
2018,10," 1,475,153.16 "
2019,12," 103,784.96 "
2016,6," 1,308,403.28 "
2016,9," 3,050.10 "
2019,10," 228,815.30 "
2016,7," 887,392.92 "
2019,6," 235,266.72 "
2018,9," 548,367.75 "
2019,8," 193,471.73 "
2019,6," 38,531.84 "
2019,1," 249,894.75 "
2019,4," 313,142.28 "
2019,1," 138,734.64 "
2017,8," 149,080.06 "
2016,2," 2,028,603.28 "
2017,6," 435,887.23 "
2019,11," 187,430.30 "
2018,12," 278,153.51 "
2017,11," 598,498.26 "
2018,7," 168,350.49 "
2019,5," 296,827.98 "
2018,8," 1,523,511.19 "
2018,7," 730,975.17 "
2020,9," 1,150,381.19 "
2018,12," 6,240,623.77 "
2020,9," 369,657.92 "
2020,8," 133,886.86 "
2018,10," 786,256.83 "
2017,10," 702,983.41 "
2018,6," 161,163.29 "
2016,12," 1,338,955.78 "
2019,12," 152,616.66 "
2018,11," 45,154.54 "
2019,4," 603,505.70 "
2018,11," 427,734.06 "
2018,10," 464,089.76 "
2016,5," 197,963.46 "
2020,6," 195,551.34 "
2017,5," 315,801.14 "
2020,2," 175,257.32 "
2018,1," 450,165.37 "
2018,12," 486,581.19 "
2019,6," 373,235.52 "
2019,1," 374,536.14 "
2020,7," 121,395.90 "
2017,9," 871,364.56 "
2019,4," 405,879.89 "
2017,3," 542,375.88 "
2019,11," 359,949.85 "
2020,4," 394,350.80 "
2019,8," 658,918.74 "
2020,1," 668,935.99 "
2016,9," 1,594,575.73 "
2019,8," 271,849.40 "
2019,8," 996,613.61 "
2019,7," 91,713.59 "
2019,10," 198,474.96 "
2019,2," 153,538.50 "
2019,8," 595,812.08 "
2019,5," 147,662.15 "
2019,5," 1,241,416.75 "
2019,4," 1,489,347.37 "
2019,4," 159,052.28 "
2016,8," 47,914.07 "
2019,2," 55,592.61 "
2018,9," 207,784.54 "
2016,7," 555,749.23 "
2019,1," 13,398.79 "
2016,12," 432,894.67 "
2016,3," 302,943.49 "
2019,4," 565,379.66 "
2018,8," 1,635,343.58 "
2019,6," 37,474.85 "
2019,8," 64,049.28 "
2018,10," 108,532.60 "
2019,2," 44,947.03 "
2019,6," 360,636.36 "
2017,10," 175,578.80 "
2017,6," 89,037.00 "
2019,2," 65,681.64 "
2017,10," 1,835,397.95 "
2017,10," 185,306.23 "
2017,12," 1,917,273.48 "
2016,7," 326,115.79 "
2018,7," 286,134.98 "
2017,8," 494,168.56 "
2019,4," 92,150.23 "
2016,7," 476,162.12 "
2018,9," 159,739.61 "
2019,10," 1,996,013.24 "
2019,4," 154,500.25 "
2018,10," 437,501.76 "
2018,10," 431,943.15 "
2019,7," 86,796.49 "
2019,7," 881,736.00 "
2020,1," 424,898.90 "
2019,11," 279,292.22 "
2019,2," 1,045,744.62 "
2018,5," 321,118.34 "
2017,5," 186,346.70 "
2020,7," 178,167.33 "
2017,12," 1,036,935.83 "
2018,12," 663,576.05 "
2018,11," 49,232.88 "
2017,1," 232,082.76 "
2018,8," 1,452,758.27 "
2018,8," 1,510,643.39 "
2016,7," 1,398,992.52 "
2016,9," 108,214.88 "
2018,4," 3,036,072.34 "
2018,10," 145,808.03 "
2019,5," 203,027.71 "
2018,10," 695,893.71 "
2018,6," 116,120.70 "
2017,2," 1,321,912.13 "
2020,6," 2,175,962.53 "
2018,5," 221,243.12 "
2019,12," 150,348.00 "
2020,1," 152,971.77 "
2020,3," 790,891.41 "
2020,3," 174,532.09 "
2017,1," 416,933.19 "
2017,12," 677,922.33 "
2017,10," 652,798.50 "
2017,11," 141,055.99 "
2017,12," 1,038,829.80 "
2019,2," 156,280.86 "
2019,5," 53,342.82 "
2020,4," 410,626.94 "
2017,10," 1,931,311.91 "
2020,3," 1,100,834.79 "
2019,4," 510,147.34 "
2018,11," 183,757.39 "
2019,2," 85,393.17 "
2016,7," 309,229.29 "
2018,11," 54,297.77 "
2017,12," 115,384.60 "
2020,7," 593,832.31 "
2017,6," 87,072.21 "
2019,9," 220,894.44 "
2019,9," 1,065,267.84 "
2018,11," 1,974,965.36 "
2016,4," 81,033.97 "
2019,4," 134,347.63 "
2019,12," 5,024,244.69 "
2019,8," 184,543.89 "
2018,7," 168,966.30 "
2018,11," 111,162.34 "
2018,7," 241,991.18 "
2019,11," 358,211.22 "
2019,2," 168,848.04 "
2019,2," 93,238.97 "
2018,10," 509,958.64 "
2018,9," 442,502.93 "
2016,9," 2,945.65 "
2019,8," 69,037.72 "
2017,1," 154,997.20 "
2019,2," 43,726.14 "
2018,12," 82,784.36 "
2020,3," 6,614,818.66 "
2016,2," 2,174,369.15 "
2019,10," 193,647.00 "
2017,4," 232,114.51 "
2016,10," 151,454.87 "
2016,12," 510,475.21 "
2017,12," 97,351.76 "
2018,10," 580,607.41 "
2019,12," 112,344.51 "
2019,11," 415,855.72 "
2019,10," 79,966.92 "
2018,6," 156,124.61 "
2016,7," 215,178.47 "
2017,4," 107,232.68 "
2018,7," 86,206.94 "
2018,4," 127,840.65 "
2017,8," 142,308.93 "
2017,8," 358,552.18 "
2017,4," 98,800.95 "
2020,7," 621,163.79 "
2020,6," 123,351.98 "
2018,10," 12,082.88 "
2020,2," 363,731.25 "
2019,9," 203,746.57 "
2018,10," 742,577.27 "
2018,12," 428,614.68 "
2020,8," 53,966.78 "
2018,12," 840,077.36 "
2019,2," 736,779.85 "
2017,3," 1,076,052.06 "
2019,2," 83,938.89 "
2017,4," 486,038.47 "
2018,12," 582,315.49 "
2017,9," 278,650.22 "
2018,9," 530,846.89 "
2016,12," 2,623,421.54 "
2019,10," 2,064,722.90 "
2019,4," 69,366.19 "
2018,11," 46,296.54 "
2016,12," 1,439,022.80 "
2016,7," 1,547,453.70 "
2019,10," 143,331.79 "
2016,6," 224,474.52 "
2020,2," 767,059.68 "
2019,9," 360,611.81 "
2017,3," 583,022.31 "
2019,3," 117,203.44 "
2019,12," 4,992,853.27 "
2016,7," 307,662.13 "
2020,4," 92,679.85 "
2020,9," 1,253,630.76 "
2019,5," 144,055.34 "
2019,2," 616,902.81 "
2019,9," 173,062.54 "
2018,10," 1,879,694.02 "
2020,7," 543,451.31 "
2020,6," 1,925,954.83 "
2016,11," 419,304.30 "
2020,2," 167,118.29 "
2018,8," 34,221.09 "
2016,4," 94,346.51 "
2016,9," 723,584.43 "
2019,10," 821,124.57 "
2018,12," 155,825.53 "
2020,7," 115,820.12 "
2018,5," 229,484.27 "
2018,12," 360,447.44 "
2020,7," 155,556.39 "
2016,6," 34,903.32 "
2019,4," 69,481.25 "
2018,6," 99,682.94 "
2016,7," 1,227,807.24 "
2018,3," 185,196.76 "
2020,9," 211,611.69 "
2020,9," 1,446,221.92 "
2018,10," 204,435.01 "
2018,12," 264,336.03 "
2020,4," 63,053.17 "
2019,10," 256,555.69 "
2020,6," 1,911,831.89 "
2018,10," 112,693.16 "
2019,10," 2,032,177.18 "
2020,3," 189,624.82 "
2019,7," 626,567.59 "
2018,1," 861,713.69 "
2019,12," 243,566.06 "
2018,5," 226,619.59 "
2020,9," 519,998.43 "
2020,3," 192,347.56 "
2019,2," 338,349.29 "
2018,4," 111,395.19 "
2018,12," 1,792,698.57 "
2017,5," 350,490.38 "
2018,4," 557,677.88 "
2020,7," 124,344.51 "
2016,8," 545,360.62 "
2018,10," 1,507,427.93 "
2019,12," 142,058.03 "
2016,8," 2,034,920.42 "
2018,11," 458,296.36 "
2018,7," 191,036.41 "
2018,4," 352,774.56 "
2019,3," 440,121.68 "
2018,10," 1,452,818.79 "
2020,9," 381,570.90 "
2017,9," 885,675.30 "
2018,9," 672,909.59 "
2018,12," 226,119.42 "
2019,4," 104,134.49 "
2016,12," 526,338.23 "
2016,7," 302,559.93 "
2018,9," 329,840.29 "
2016,4," 104,641.52 "
2019,4," 432,220.65 "
2018,12," 2,832,208.59 "
2017,1," 385,946.23 "
2019,1," 147,327.29 "
2018,12," 162,735.93 "
2018,12," 255,566.34 "
2019,12," 98,134.57 "
2016,2," 436,665.54 "
2019,1," 205,207.73 "
2016,7," 1,476,803.29 "
2017,12," 992,846.46 "
2018,8," 353,188.10 "
2019,8," 133,425.56 "
2018,3," 198,778.27 "
2018,10," 579,691.21 "
2016,11," 67,938.59 "
2019,12," 1,256,198.39 "
2018,1," 457,506.64 "
2018,11," 2,065,267.81 "
2020,3," 153,414.60 "
2019,6," 895,123.02 "
2019,6," 234,720.23 "
2017,8," 157,602.14 "
2020,9," 246,806.56 "
2018,7," 317,077.09 "
2018,9," 1,138,902.49 "
2018,4," 321,585.33 "
2019,9," 70,539.99 "
2018,2," 126,353.05 "
2018,10," 1,408,250.27 "
2018,11," 174,336.90 "
2017,11," 108,224.37 "
2017,3," 543,785.42 "
2017,4," 462,467.94 "
2018,11," 111,106.08 "
2017,1," 151,379.09 "
2019,10," 368,334.81 "
2019,4," 1,413,626.03 "
2020,9," 373,919.85 "
2016,6," 1,030,928.67 "
2020,4," 66,994.07 "
2018,7," 388,006.47 "
2019,12," 79,240.71 "
2017,6," 97,599.96 "
2016,11," 666,314.75 "
2020,2," 529,832.26 "
2019,2," 1,067,632.64 "
2018,2," 289,207.11 "
2019,1," 202,819.38 "
2017,1," 358,859.28 "
2018,9," 147,597.52 "
2019,6," 192,691.90 "
2016,12," 124,132.58 "
2018,7," 160,770.53 "
2017,2," 513,364.93 "
2018,12," 152,326.68 "
2016,2," 475,550.99 "
2018,12," 1,774,388.11 "
2016,10," 278,324.20 "
2019,12," 184,608.76 "
2017,11," 174,351.81 "
2016,7," 203,733.27 "
2018,12," 460,001.96 "
2019,10," 42,590.43 "
2018,11," 91,306.39 "
2019,4," 212,520.73 "
2019,1," 134,038.30 "
2019,11," 3,147,655.84 "
2019,12," 1,721,742.19 "
2017,5," 870,391.27 "
2019,12," 4,917,301.42 "
2017,12," 97,203.91 "
2019,12," 251,403.95 "
2018,12," 95,844.90 "
2017,9," 965,738.51 "
2016,9," 701,168.20 "
2017,3," 86,242.32 "
2017,2," 526,500.92 "
2017,12," 1,574,279.96 "
2018,7," 203,863.59 "
2019,7," 1,196,227.98 "
2018,2," 263,613.80 "
2019,11," 299,404.21 "
2018,11," 41,618.00 "
2018,8," 4,469.52 "
2019,11," 312,593.76 "
2016,2," 2,086,670.83 "
2019,12," 187,906.46 "
2018,6," 462,086.85 "
2016,12," 310,688.95 "
2018,8," 91,162.66 "
2018,9," 193,289.39 "
2019,11," 203,267.83 "
2016,9," 1,514,841.17 "
2017,3," 404,510.21 "
2016,4," 144,269.94 "
2016,5," 151,421.17 "
2016,5," 142,860.82 "
2017,11," 491,029.76 "
2018,7," 460,790.11 "
2018,12," 240,564.53 "
2019,1," 125,732.25 "
2020,5," 92,953.66 "
2019,10," 2,097,513.97 "
2018,4," 87,414.08 "
2019,11," 386,310.05 "
2020,9," 1,259,249.47 "
2018,12," 488,851.96 "
2017,10," 744,917.05 "
2019,6," 210,331.77 "
2019,1," 124,599.59 "
2019,4," 202,114.22 "
2017,5," 1,278,181.74 "
2020,5," 93,545.64 "
2018,11," 102,599.15 "
2017,8," 524,060.43 "
2019,2," 392,406.70 "
2018,11," 396,993.34 "
2020,8," 118,594.51 "
2018,11," 115,802.04 "
2019,9," 409,078.80 "
2019,2," 187,805.16 "
2018,8," 717,789.16 "
2018,11," 1,719,823.76 "
2016,6," 36,357.27 "
2016,7," 502,353.15 "
2016,5," 203,950.89 "
2018,10," 222,812.52 "
2020,7," 230,117.67 "
2016,4," 144,444.41 "
2019,6," 43,921.09 "
2017,8," 720,960.69 "
2017,12," 1,364,221.80 "
2019,5," 127,165.33 "
2019,8," 533,844.61 "
2020,8," 48,933.90 "
2018,11," 1,704,912.23 "
2016,12," 123,828.35 "
2019,8," 949,252.90 "
2018,7," 718,008.81 "
2018,4," 258,281.63 "
2017,11," 211,942.18 "
2019,1," 565,098.01 "
2018,8," 215,521.68 "
2019,11," 477,123.91 "
2018,12," 325,688.77 "
2020,8," 57,842.44 "
2020,3," 6,387,324.13 "
2019,11," 289,398.42 "
2018,8," 161,038.29 "
2019,4," 118,617.75 "
2016,6," 1,282,078.76 "
2019,11," 187,898.25 "
2020,1," 645,297.39 "
2018,11," 1,977,868.70 "
2018,6," 127,792.83 "
2018,12," 395,992.56 "
2018,12," 211,282.13 "
2016,12," 2,192,325.19 "
2018,11," 405,045.36 "
2017,9," 581,991.55 "
2019,4," 156,294.43 "
2018,10," 173,054.23 "
2018,6," 122,450.33 "
2018,5," 123,733.83 "
2019,7," 1,350,242.10 "
2016,12," 375,954.34 "
2018,7," 312,657.66 "
2018,10," 1,070,246.49 "
2020,4," 69,163.06 "
2020,1," 419,736.72 "
2019,7," 574,129.19 "
2017,4," 425,323.04 "
2016,10," 273,804.53 "
2018,9," 588,984.00 "
2019,9," 520,465.37 "
2019,12," 173,837.32 "
2020,9," 1,305,134.78 "
2018,10," 192,652.50 "
2019,9," 584,142.37 "
2018,7," 93,527.58 "
2016,12," 1,360,342.16 "
2016,10," 152,072.27 "
2016,7," 1,651,369.88 "
2017,1," 682,965.80 "
2017,4," 459,663.52 "
2019,8," 258,836.85 "
2017,12," 413,607.29 "
2019,11," 307,470.00 "
2019,12," 340,036.19 "
2019,10," 147,124.96 "
2016,10," 421,280.03 "
2019,2," 39,434.68 "
2019,8," 145,529.06 "
2019,4," 529,745.00 "
2019,12," 245,133.85 "
2016,10," 268,356.01 "
2016,12," 312,595.18 "
2016,11," 376,518.64 "
2017,5," 319,376.41 "
2018,3," 591,171.66 "
2018,2," 802,672.79 "
2020,4," 215,563.78 "
2018,1," 1,074,277.68 "
2019,1," 776,806.00 "
2016,5," 140,175.25 "
